DrugID	drugname	code	level	l1	l2	l3	l4
DB06212	Tolvaptan	C03XA01	cardiovascular system;diuretics;other diuretics;vasopressin antagonists	cardiovascular system	diuretics	other diuretics	vasopressin antagonists
DB06213	Regadenoson	C01EB21	cardiovascular system;cardiac therapy;other cardiac preparations;other cardiac preparations	cardiovascular system	cardiac therapy	other cardiac preparations	other cardiac preparations
DB06215	Ferumoxytol	NA	NA	NA	NA	NA	NA
DB06216	Asenapine	N05AH05	nervous system;psycholeptics;antipsychotics;diazepines, oxazepines, thiazepines and oxepines	nervous system	psycholeptics	antipsychotics	diazepines, oxazepines, thiazepines and oxepines
DB06217	Vernakalant	C01BG11	cardiovascular system;cardiac therapy;antiarrhythmics, class i and iii;other antiarrhythmics, class i and iii	cardiovascular system	cardiac therapy	antiarrhythmics, class i and iii	other antiarrhythmics, class i and iii
DB06218	Lacosamide	N03AX18	nervous system;antiepileptics;antiepileptics;other antiepileptics	nervous system	antiepileptics	antiepileptics	other antiepileptics
DB06219	Dalbavancin	J01XA04	antiinfectives for systemic use;antibacterials for systemic use;other antibacterials;glycopeptide antibacterials	antiinfectives for systemic use	antibacterials for systemic use	other antibacterials	glycopeptide antibacterials
DB06224	Alicaforsen	NA	NA	NA	NA	NA	NA
DB06225	HMR4011	NA	NA	NA	NA	NA	NA
DB06226	Nelipepimut-S	NA	NA	NA	NA	NA	NA
DB06228	Rivaroxaban	B01AF01	blood and blood forming organs;antithrombotic agents;antithrombotic agents;direct factor xa inhibitors	blood and blood forming organs	antithrombotic agents	antithrombotic agents	direct factor xa inhibitors
DB06229	Ocaperidone	NA	NA	NA	NA	NA	NA
DB06230	Nalmefene	N07BB05	nervous system;other nervous system drugs;drugs used in addictive disorders;drugs used in alcohol dependence	nervous system	other nervous system drugs	drugs used in addictive disorders	drugs used in alcohol dependence
DB06231	Caldaret	NA	NA	NA	NA	NA	NA
DB06233	Ridaforolimus	L01XE19	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;protein kinase inhibitors	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	protein kinase inhibitors
DB06234	Maribavir	J05AX10	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;other antivirals	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	other antivirals
DB06235	Vadimezan	NA	NA	NA	NA	NA	NA
DB06236	Elvucitabine	NA	NA	NA	NA	NA	NA
DB06237	Avanafil	G04BE10	genito urinary system and sex hormones;urologicals;urologicals;drugs used in erectile dysfunction	genito urinary system and sex hormones	urologicals	urologicals	drugs used in erectile dysfunction
DB06239	Tipapkinogene sovacivec	NA	NA	NA	NA	NA	NA
DB06240	Tariquidar	NA	NA	NA	NA	NA	NA
DB06241	Clenoliximab	NA	NA	NA	NA	NA	NA
DB06243	Eflornithine	P01CX03	antiparasitic products, insecticides and repellents;antiprotozoals;agents against leishmaniasis and trypanosomiasis;other agents against leishmaniasis and trypanosomiasis	antiparasitic products, insecticides and repellents	antiprotozoals	agents against leishmaniasis and trypanosomiasis	other agents against leishmaniasis and trypanosomiasis
DB06243	Eflornithine	D11AX16	dermatologicals;other dermatological preparations;other dermatological preparations;other dermatologicals	dermatologicals	other dermatological preparations	other dermatological preparations	other dermatologicals
DB06244	Trafermin	NA	NA	NA	NA	NA	NA
DB06245	Lanoteplase	NA	NA	NA	NA	NA	NA
DB06246	Exisulind	NA	NA	NA	NA	NA	NA
DB06247	CX516	NA	NA	NA	NA	NA	NA
DB06248	Amelubant	NA	NA	NA	NA	NA	NA
DB06249	Arzoxifene	NA	NA	NA	NA	NA	NA
DB06250	Fluasterone	NA	NA	NA	NA	NA	NA
DB06251	Dersalazine	NA	NA	NA	NA	NA	NA
DB06253	Thioctic acid tromethamine	NA	NA	NA	NA	NA	NA
DB06255	Incadronic acid	NA	NA	NA	NA	NA	NA
DB06256	rPSGL-Ig	NA	NA	NA	NA	NA	NA
DB06257	HE-2200	NA	NA	NA	NA	NA	NA
DB06258	Bimoclomol	NA	NA	NA	NA	NA	NA
DB06260	Aviptadil	NA	NA	NA	NA	NA	NA
DB06261	Hexaminolevulinate	V04CX06	various;diagnostic agents;other diagnostic agents;other diagnostic agents	various	diagnostic agents	other diagnostic agents	other diagnostic agents
DB06262	Droxidopa	C01CA27	cardiovascular system;cardiac therapy;cardiac stimulants excl. cardiac glycosides;adrenergic and dopaminergic agents	cardiovascular system	cardiac therapy	cardiac stimulants excl. cardiac glycosides	adrenergic and dopaminergic agents
DB06263	Amrubicin	L01DB10	antineoplastic and immunomodulating agents;antineoplastic agents;cytotoxic antibiotics and related substances;anthracyclines and related substances	antineoplastic and immunomodulating agents	antineoplastic agents	cytotoxic antibiotics and related substances	anthracyclines and related substances
DB06264	Tolperisone	M03BX04	musculo-skeletal system;muscle relaxants;muscle relaxants, centrally acting agents;other centrally acting agents	musculo-skeletal system	muscle relaxants	muscle relaxants, centrally acting agents	other centrally acting agents
DB06264	Tolperisone	M02AX06	musculo-skeletal system;topical products for joint and muscular pain;topical products for joint and muscular pain;other topical products for joint and muscular pain	musculo-skeletal system	topical products for joint and muscular pain	topical products for joint and muscular pain	other topical products for joint and muscular pain
DB06266	Lonidamine	L01XX07	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;other antineoplastic agents	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	other antineoplastic agents
DB06267	Udenafil	G04BE11	genito urinary system and sex hormones;urologicals;urologicals;drugs used in erectile dysfunction	genito urinary system and sex hormones	urologicals	urologicals	drugs used in erectile dysfunction
DB06268	Sitaxentan	C02KX03	cardiovascular system;antihypertensives;other antihypertensives;antihypertensives for pulmonary arterial hypertension	cardiovascular system	antihypertensives	other antihypertensives	antihypertensives for pulmonary arterial hypertension
DB06270	MAHDL01	NA	NA	NA	NA	NA	NA
DB06271	Sulodexide	B01AB11	blood and blood forming organs;antithrombotic agents;antithrombotic agents;heparin group	blood and blood forming organs	antithrombotic agents	antithrombotic agents	heparin group
DB06272	Maxacalcitol	NA	NA	NA	NA	NA	NA
DB06273	Tocilizumab	L04AC07	antineoplastic and immunomodulating agents;immunosuppressants;immunosuppressants;interleukin inhibitors	antineoplastic and immunomodulating agents	immunosuppressants	immunosuppressants	interleukin inhibitors
DB06274	Alvimopan	A06AH02	alimentary tract and metabolism;drugs for constipation;drugs for constipation;peripheral opioid receptor antagonists	alimentary tract and metabolism	drugs for constipation	drugs for constipation	peripheral opioid receptor antagonists
DB06276	Tanomastat	NA	NA	NA	NA	NA	NA
DB06280	Senicapoc	NA	NA	NA	NA	NA	NA
DB06281	Torcetrapib	NA	NA	NA	NA	NA	NA
DB06282	Levocetirizine	R06AE09	respiratory system;antihistamines for systemic use;antihistamines for systemic use;piperazine derivatives	respiratory system	antihistamines for systemic use	antihistamines for systemic use	piperazine derivatives
DB06283	Ziconotide	N02BG08	nervous system;analgesics;other analgesics and antipyretics;other analgesics and antipyretics	nervous system	analgesics	other analgesics and antipyretics	other analgesics and antipyretics
DB06285	Teriparatide	H05AA02	systemic hormonal preparations, excl. sex hormones and insulins;calcium homeostasis;parathyroid hormones and analogues;parathyroid hormones and analogues	systemic hormonal preparations, excl. sex hormones and insulins	calcium homeostasis	parathyroid hormones and analogues	parathyroid hormones and analogues
DB06287	Temsirolimus	L01XE09	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;protein kinase inhibitors	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	protein kinase inhibitors
DB06288	Amisulpride	N05AL05	nervous system;psycholeptics;antipsychotics;benzamides	nervous system	psycholeptics	antipsychotics	benzamides
DB06290	Simeprevir	G01AE10	genito urinary system and sex hormones;gynecological antiinfectives and antiseptics;antiinfectives and antiseptics, excl. combinations with corticosteroids;sulfonamides	genito urinary system and sex hormones	gynecological antiinfectives and antiseptics	antiinfectives and antiseptics, excl. combinations with corticosteroids	sulfonamides
DB06290	Simeprevir	J05AP05	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hcv infections	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hcv infections
DB06292	Dapagliflozin	A10BK01	alimentary tract and metabolism;drugs used in diabetes;blood glucose lowering drugs, excl. insulins;sodium-glucose co-transporter 2 (sglt2) inhibitors	alimentary tract and metabolism	drugs used in diabetes	blood glucose lowering drugs, excl. insulins	sodium-glucose co-transporter 2 (sglt2) inhibitors
DB06292	Dapagliflozin	A10BD15	alimentary tract and metabolism;drugs used in diabetes;blood glucose lowering drugs, excl. insulins;combinations of oral blood glucose lowering drugs	alimentary tract and metabolism	drugs used in diabetes	blood glucose lowering drugs, excl. insulins	combinations of oral blood glucose lowering drugs
DB06292	Dapagliflozin	A10BD21	alimentary tract and metabolism;drugs used in diabetes;blood glucose lowering drugs, excl. insulins;combinations of oral blood glucose lowering drugs	alimentary tract and metabolism	drugs used in diabetes	blood glucose lowering drugs, excl. insulins	combinations of oral blood glucose lowering drugs
DB06292	Dapagliflozin	A10BD25	alimentary tract and metabolism;drugs used in diabetes;blood glucose lowering drugs, excl. insulins;combinations of oral blood glucose lowering drugs	alimentary tract and metabolism	drugs used in diabetes	blood glucose lowering drugs, excl. insulins	combinations of oral blood glucose lowering drugs
DB06293	Pegnivacogin	NA	NA	NA	NA	NA	NA
DB06294	Semuloparin	NA	NA	NA	NA	NA	NA
DB06295	Pramiconazole	NA	NA	NA	NA	NA	NA
DB06297	LX-2931	NA	NA	NA	NA	NA	NA
DB06299	Hydronidone	NA	NA	NA	NA	NA	NA
DB06302	Glesatinib	NA	NA	NA	NA	NA	NA
DB06303	Otilimab	NA	NA	NA	NA	NA	NA
DB06304	BIIB015	NA	NA	NA	NA	NA	NA
DB06305	Sonepcizumab	NA	NA	NA	NA	NA	NA
DB06306	Onalespib	NA	NA	NA	NA	NA	NA
DB06307	Apoptone	NA	NA	NA	NA	NA	NA
DB06309	Refametinib	NA	NA	NA	NA	NA	NA
DB06310	Motavizumab	J06BB17	antiinfectives for systemic use;immune sera and immunoglobulins;immunoglobulins;specific immunoglobulins	antiinfectives for systemic use	immune sera and immunoglobulins	immunoglobulins	specific immunoglobulins
DB06311	Darapladib	NA	NA	NA	NA	NA	NA
DB06313	BNC105	NA	NA	NA	NA	NA	NA
DB06314	SGX-523	NA	NA	NA	NA	NA	NA
DB06317	Elotuzumab	L01XC23	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;monoclonal antibodies	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	monoclonal antibodies
DB06318	AVE9633	NA	NA	NA	NA	NA	NA
DB06321	R-348	NA	NA	NA	NA	NA	NA
DB06322	Carotuximab	NA	NA	NA	NA	NA	NA
DB06323	AZX-100	NA	NA	NA	NA	NA	NA
DB06324	XmAb 2513	NA	NA	NA	NA	NA	NA
DB06325	Pegpleranib	NA	NA	NA	NA	NA	NA
DB06326	Latiglutenase	NA	NA	NA	NA	NA	NA
DB06328	Methoxyamine	NA	NA	NA	NA	NA	NA
DB06331	4-O-Demethylpenclomedine	NA	NA	NA	NA	NA	NA
DB06333	Trodusquemine	NA	NA	NA	NA	NA	NA
DB06334	Tucidinostat	NA	NA	NA	NA	NA	NA
DB06335	Saxagliptin	A10BD21	alimentary tract and metabolism;drugs used in diabetes;blood glucose lowering drugs, excl. insulins;combinations of oral blood glucose lowering drugs	alimentary tract and metabolism	drugs used in diabetes	blood glucose lowering drugs, excl. insulins	combinations of oral blood glucose lowering drugs
DB06335	Saxagliptin	A10BD25	alimentary tract and metabolism;drugs used in diabetes;blood glucose lowering drugs, excl. insulins;combinations of oral blood glucose lowering drugs	alimentary tract and metabolism	drugs used in diabetes	blood glucose lowering drugs, excl. insulins	combinations of oral blood glucose lowering drugs
DB06335	Saxagliptin	A10BH03	alimentary tract and metabolism;drugs used in diabetes;blood glucose lowering drugs, excl. insulins;dipeptidyl peptidase 4 (dpp-4) inhibitors	alimentary tract and metabolism	drugs used in diabetes	blood glucose lowering drugs, excl. insulins	dipeptidyl peptidase 4 (dpp-4) inhibitors
DB06335	Saxagliptin	A10BD10	alimentary tract and metabolism;drugs used in diabetes;blood glucose lowering drugs, excl. insulins;combinations of oral blood glucose lowering drugs	alimentary tract and metabolism	drugs used in diabetes	blood glucose lowering drugs, excl. insulins	combinations of oral blood glucose lowering drugs
DB06336	Elsiglutide	NA	NA	NA	NA	NA	NA
DB06342	Coltuximab ravtansine	NA	NA	NA	NA	NA	NA
DB06343	Teprotumumab	NA	NA	NA	NA	NA	NA
DB06345	AR-9281	NA	NA	NA	NA	NA	NA
DB06346	Fiboflapon	NA	NA	NA	NA	NA	NA
DB06347	Cenisertib	NA	NA	NA	NA	NA	NA
DB06350	Elinogrel	NA	NA	NA	NA	NA	NA
DB06354	Tezampanel	NA	NA	NA	NA	NA	NA
DB06355	ACY001	NA	NA	NA	NA	NA	NA
DB06356	TRC093	NA	NA	NA	NA	NA	NA
DB06358	Iclaprim	J01EA03	antiinfectives for systemic use;antibacterials for systemic use;sulfonamides and trimethoprim;trimethoprim and derivatives	antiinfectives for systemic use	antibacterials for systemic use	sulfonamides and trimethoprim	trimethoprim and derivatives
DB06360	Lucatumumab	NA	NA	NA	NA	NA	NA
DB06361	rsPSMA Vaccine	NA	NA	NA	NA	NA	NA
DB06362	Becatecarin	NA	NA	NA	NA	NA	NA
DB06364	XR5944	NA	NA	NA	NA	NA	NA
DB06365	Sapacitabine	NA	NA	NA	NA	NA	NA
DB06366	Pertuzumab	L01XC13	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;monoclonal antibodies	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	monoclonal antibodies
DB06367	Relacatib	NA	NA	NA	NA	NA	NA
DB06368	Alamifovir	NA	NA	NA	NA	NA	NA
DB06370	Indisulam	NA	NA	NA	NA	NA	NA
DB06371	Siplizumab	NA	NA	NA	NA	NA	NA
DB06372	Rilonacept	L04AC04	antineoplastic and immunomodulating agents;immunosuppressants;immunosuppressants;interleukin inhibitors	antineoplastic and immunomodulating agents	immunosuppressants	immunosuppressants	interleukin inhibitors
DB06374	Elacestrant	NA	NA	NA	NA	NA	NA
DB06376	CHGN111	NA	NA	NA	NA	NA	NA
DB06379	Calcitonin gene-related peptide	NA	NA	NA	NA	NA	NA
DB06393	Xaliproden	N07XX03	nervous system;other nervous system drugs;other nervous system drugs;other nervous system drugs	nervous system	other nervous system drugs	other nervous system drugs	other nervous system drugs
DB06394	Riferminogene pecaplasmid	NA	NA	NA	NA	NA	NA
DB06395	Abafungin	NA	NA	NA	NA	NA	NA
DB06397	Nicaraven	NA	NA	NA	NA	NA	NA
DB06399	Atacicept	NA	NA	NA	NA	NA	NA
DB06400	Vitespen	NA	NA	NA	NA	NA	NA
DB06401	Bazedoxifene	G03XC02	genito urinary system and sex hormones;sex hormones and modulators of the genital system;other sex hormones and modulators of the genital system;selective estrogen receptor modulators	genito urinary system and sex hormones	sex hormones and modulators of the genital system	other sex hormones and modulators of the genital system	selective estrogen receptor modulators
DB06401	Bazedoxifene	G03CC07	genito urinary system and sex hormones;sex hormones and modulators of the genital system;estrogens;estrogens, combinations with other drugs	genito urinary system and sex hormones	sex hormones and modulators of the genital system	estrogens	estrogens, combinations with other drugs
DB06402	Telavancin	J01XA03	antiinfectives for systemic use;antibacterials for systemic use;other antibacterials;glycopeptide antibacterials	antiinfectives for systemic use	antibacterials for systemic use	other antibacterials	glycopeptide antibacterials
DB06403	Ambrisentan	C02KX02	cardiovascular system;antihypertensives;other antihypertensives;antihypertensives for pulmonary arterial hypertension	cardiovascular system	antihypertensives	other antihypertensives	antihypertensives for pulmonary arterial hypertension
DB06403	Ambrisentan	C02KX52	cardiovascular system;antihypertensives;other antihypertensives;antihypertensives for pulmonary arterial hypertension	cardiovascular system	antihypertensives	other antihypertensives	antihypertensives for pulmonary arterial hypertension
DB06404	Human C1-esterase inhibitor	B06AC01	blood and blood forming organs;other hematological agents;other hematological agents;drugs used in hereditary angioedema	blood and blood forming organs	other hematological agents	other hematological agents	drugs used in hereditary angioedema
DB06405	Eprodisate	NA	NA	NA	NA	NA	NA
DB06406	Idraparinux	NA	NA	NA	NA	NA	NA
DB06408	Taribavirin	NA	NA	NA	NA	NA	NA
DB06409	Morphine glucuronide	NA	NA	NA	NA	NA	NA
DB06410	Doxercalciferol	H05BX03	systemic hormonal preparations, excl. sex hormones and insulins;calcium homeostasis;anti-parathyroid agents;other anti-parathyroid agents	systemic hormonal preparations, excl. sex hormones and insulins	calcium homeostasis	anti-parathyroid agents	other anti-parathyroid agents
DB06412	Oxymetholone	A14AA05	alimentary tract and metabolism;anabolic agents for systemic use;anabolic steroids;androstan derivatives	alimentary tract and metabolism	anabolic agents for systemic use	anabolic steroids	androstan derivatives
DB06413	Armodafinil	N06BA13	nervous system;psychoanaleptics;psychostimulants, agents used for adhd and nootropics;centrally acting sympathomimetics	nervous system	psychoanaleptics	psychostimulants, agents used for adhd and nootropics	centrally acting sympathomimetics
DB06414	Etravirine	J05AG04	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;non-nucleoside reverse transcriptase inhibitors	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	non-nucleoside reverse transcriptase inhibitors
DB06415	Calfactant	NA	NA	NA	NA	NA	NA
DB06419	Cethromycin	NA	NA	NA	NA	NA	NA
DB06420	Annamycin	NA	NA	NA	NA	NA	NA
DB06421	Declopramide	NA	NA	NA	NA	NA	NA
DB06422	Ticalopride	NA	NA	NA	NA	NA	NA
DB06423	Endostatin	NA	NA	NA	NA	NA	NA
DB06429	Talnetant	NA	NA	NA	NA	NA	NA
DB06431	Evernimicin	NA	NA	NA	NA	NA	NA
DB06433	Tezacitabine	NA	NA	NA	NA	NA	NA
DB06434	Repifermin	NA	NA	NA	NA	NA	NA
DB06435	Tarazepide	NA	NA	NA	NA	NA	NA
DB06436	Semaxanib	NA	NA	NA	NA	NA	NA
DB06437	Tifacogin	NA	NA	NA	NA	NA	NA
DB06439	Tyloxapol	R05CA01	respiratory system;cough and cold preparations;expectorants, excl. combinations with cough suppressants;expectorants	respiratory system	cough and cold preparations	expectorants, excl. combinations with cough suppressants	expectorants
DB06440	Ravuconazole	NA	NA	NA	NA	NA	NA
DB06441	Cangrelor	B01AC25	blood and blood forming organs;antithrombotic agents;antithrombotic agents;platelet aggregation inhibitors excl. heparin	blood and blood forming organs	antithrombotic agents	antithrombotic agents	platelet aggregation inhibitors excl. heparin
DB06442	Avasimibe	NA	NA	NA	NA	NA	NA
DB06444	Dexanabinol	NA	NA	NA	NA	NA	NA
DB06445	Diethylnorspermine	NA	NA	NA	NA	NA	NA
DB06446	Dotarizine	NA	NA	NA	NA	NA	NA
DB06447	E5531	NA	NA	NA	NA	NA	NA
DB06448	Lonafarnib	NA	NA	NA	NA	NA	NA
DB06449	Ilodecakin	NA	NA	NA	NA	NA	NA
DB06451	Aprinocarsen	NA	NA	NA	NA	NA	NA
DB06453	Mirostipen	NA	NA	NA	NA	NA	NA
DB06454	Sarizotan	NA	NA	NA	NA	NA	NA
DB06455	Meclinertant	NA	NA	NA	NA	NA	NA
DB06457	Tecastemizole	NA	NA	NA	NA	NA	NA
DB06458	Remacemide	NA	NA	NA	NA	NA	NA
DB06460	Enrasentan	NA	NA	NA	NA	NA	NA
DB06461	Squalamine	NA	NA	NA	NA	NA	NA
DB06462	Mitumomab	NA	NA	NA	NA	NA	NA
DB06463	IR502	NA	NA	NA	NA	NA	NA
DB06464	IR501	NA	NA	NA	NA	NA	NA
DB06465	FK-960	NA	NA	NA	NA	NA	NA
DB06467	Apolizumab	NA	NA	NA	NA	NA	NA
DB06468	Cariporide	NA	NA	NA	NA	NA	NA
DB06469	Lestaurtinib	NA	NA	NA	NA	NA	NA
DB06470	Clomethiazole	N05CX04	nervous system;psycholeptics;hypnotics and sedatives;hypnotics and sedatives in combination, excl. barbiturates	nervous system	psycholeptics	hypnotics and sedatives	hypnotics and sedatives in combination, excl. barbiturates
DB06470	Clomethiazole	N05CM02	nervous system;psycholeptics;hypnotics and sedatives;other hypnotics and sedatives	nervous system	psycholeptics	hypnotics and sedatives	other hypnotics and sedatives
DB06471	Naxifylline	NA	NA	NA	NA	NA	NA
DB06472	Fradafiban	NA	NA	NA	NA	NA	NA
DB06474	Sibrotuzumab	NA	NA	NA	NA	NA	NA
DB06475	Ruplizumab	NA	NA	NA	NA	NA	NA
DB06477	Sumanirole	NA	NA	NA	NA	NA	NA
DB06478	Porfiromycin	NA	NA	NA	NA	NA	NA
DB06479	Propentofylline	N06BC02	nervous system;psychoanaleptics;psychostimulants, agents used for adhd and nootropics;xanthine derivatives	nervous system	psychoanaleptics	psychostimulants, agents used for adhd and nootropics	xanthine derivatives
DB06480	Prucalopride	A06AX05	alimentary tract and metabolism;drugs for constipation;drugs for constipation;other drugs for constipation	alimentary tract and metabolism	drugs for constipation	drugs for constipation	other drugs for constipation
DB06481	Manitimus	NA	NA	NA	NA	NA	NA
DB06482	ALGRX 1207	NA	NA	NA	NA	NA	NA
DB06485	Ropidoxuridine	NA	NA	NA	NA	NA	NA
DB06486	Enzastaurin	NA	NA	NA	NA	NA	NA
DB06489	Liatermin	NA	NA	NA	NA	NA	NA
DB06492	Mirococept	NA	NA	NA	NA	NA	NA
DB06493	Velafermin	NA	NA	NA	NA	NA	NA
DB06494	Sufugolix	NA	NA	NA	NA	NA	NA
DB06495	Onercept	NA	NA	NA	NA	NA	NA
DB06496	Dextrin 2-sulfate	NA	NA	NA	NA	NA	NA
DB06497	Aplaviroc	NA	NA	NA	NA	NA	NA
DB06498	L523S	NA	NA	NA	NA	NA	NA
DB06499	Furaprofen	NA	NA	NA	NA	NA	NA
DB06503	MLN2222	NA	NA	NA	NA	NA	NA
DB06504	S-8510	NA	NA	NA	NA	NA	NA
DB06506	Repinotan	NA	NA	NA	NA	NA	NA
DB06508	GW-559090	NA	NA	NA	NA	NA	NA
DB06510	Muraglitazar	NA	NA	NA	NA	NA	NA
DB06511	AMGN-0007	NA	NA	NA	NA	NA	NA
DB06512	Deramciclane	NA	NA	NA	NA	NA	NA
DB06515	Resiniferatoxin	NA	NA	NA	NA	NA	NA
DB06518	R-1487	NA	NA	NA	NA	NA	NA
DB06519	Edaglitazone	NA	NA	NA	NA	NA	NA
DB06521	Ertiprotafib	NA	NA	NA	NA	NA	NA
DB06523	Levovirin	NA	NA	NA	NA	NA	NA
DB06525	Ganstigmine	NA	NA	NA	NA	NA	NA
DB06527	Tramiprosate	NA	NA	NA	NA	NA	NA
DB06529	Ocinaplon	NA	NA	NA	NA	NA	NA
DB06530	Resiquimod	NA	NA	NA	NA	NA	NA
DB06532	Pafuramidine	NA	NA	NA	NA	NA	NA
DB06533	Ragaglitazar	NA	NA	NA	NA	NA	NA
DB06534	Thrombopoietin	NA	NA	NA	NA	NA	NA
DB06535	Etilevodopa	N04BA06	nervous system;anti-parkinson drugs;dopaminergic agents;dopa and dopa derivatives	nervous system	anti-parkinson drugs	dopaminergic agents	dopa and dopa derivatives
DB06536	Tesaglitazar	NA	NA	NA	NA	NA	NA
DB06538	Robalzotan	NA	NA	NA	NA	NA	NA
DB06543	Astaxanthin	NA	NA	NA	NA	NA	NA
DB06545	Gavilimomab	NA	NA	NA	NA	NA	NA
DB06548	Minodronic acid	NA	NA	NA	NA	NA	NA
DB06549	Labradimil	NA	NA	NA	NA	NA	NA
DB06550	Bivatuzumab	NA	NA	NA	NA	NA	NA
DB06552	rNAPc2	NA	NA	NA	NA	NA	NA
DB06554	Gaboxadol	NA	NA	NA	NA	NA	NA
DB06555	Siramesine	NA	NA	NA	NA	NA	NA
DB06556	Edifoligide	NA	NA	NA	NA	NA	NA
DB06557	Lerdelimumab	NA	NA	NA	NA	NA	NA
DB06558	Tezosentan	NA	NA	NA	NA	NA	NA
DB06559	Lanimostim	NA	NA	NA	NA	NA	NA
DB06560	Pascolizumab	NA	NA	NA	NA	NA	NA
DB06562	Emfilermin	NA	NA	NA	NA	NA	NA
DB06568	alpha-Hydroxy glycineamide	NA	NA	NA	NA	NA	NA
DB06569	P-57AS3	NA	NA	NA	NA	NA	NA
DB06573	Rebimastat	NA	NA	NA	NA	NA	NA
DB06575	Valomaciclovir	NA	NA	NA	NA	NA	NA
DB06576	Baminercept	NA	NA	NA	NA	NA	NA
DB06578	Tonabersat	NA	NA	NA	NA	NA	NA
DB06579	Adipiplon	NA	NA	NA	NA	NA	NA
DB06580	Celgosivir	NA	NA	NA	NA	NA	NA
DB06581	Bevirimat	NA	NA	NA	NA	NA	NA
DB06582	Dextofisopam	NA	NA	NA	NA	NA	NA
DB06584	TG4010	NA	NA	NA	NA	NA	NA
DB06585	Fipamezole	NA	NA	NA	NA	NA	NA
DB06586	Cetilistat	NA	NA	NA	NA	NA	NA
DB06587	Mitemcinal	NA	NA	NA	NA	NA	NA
DB06588	Triphendiol	NA	NA	NA	NA	NA	NA
DB06589	Pazopanib	L01XE11	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;protein kinase inhibitors	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	protein kinase inhibitors
DB06590	Ceftaroline fosamil	J01DI02	antiinfectives for systemic use;antibacterials for systemic use;other beta-lactam antibacterials;other cephalosporins and penems	antiinfectives for systemic use	antibacterials for systemic use	other beta-lactam antibacterials	other cephalosporins and penems
DB06592	Pegargiminase	NA	NA	NA	NA	NA	NA
DB06594	Agomelatine	N06AX22	nervous system;psychoanaleptics;antidepressants;other antidepressants	nervous system	psychoanaleptics	antidepressants	other antidepressants
DB06595	Midostaurin	L01XE39	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;protein kinase inhibitors	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	protein kinase inhibitors
DB06597	Estradiol sulfamate	NA	NA	NA	NA	NA	NA
DB06598	Brostallicin	NA	NA	NA	NA	NA	NA
DB06599	Lexatumumab	NA	NA	NA	NA	NA	NA
DB06600	Nemonoxacin	J01MB08	antiinfectives for systemic use;antibacterials for systemic use;quinolone antibacterials;other quinolones	antiinfectives for systemic use	antibacterials for systemic use	quinolone antibacterials	other quinolones
DB06602	Reslizumab	R03DX08	respiratory system;drugs for obstructive airway diseases;other systemic drugs for obstructive airway diseases;other systemic drugs for obstructive airway diseases	respiratory system	drugs for obstructive airway diseases	other systemic drugs for obstructive airway diseases	other systemic drugs for obstructive airway diseases
DB06603	Panobinostat	L01XX42	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;other antineoplastic agents	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	other antineoplastic agents
DB06604	Ilepatril	NA	NA	NA	NA	NA	NA
DB06605	Apixaban	B01AF02	blood and blood forming organs;antithrombotic agents;antithrombotic agents;direct factor xa inhibitors	blood and blood forming organs	antithrombotic agents	antithrombotic agents	direct factor xa inhibitors
DB06606	Teplizumab	NA	NA	NA	NA	NA	NA
DB06607	Catumaxomab	L01XC09	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;monoclonal antibodies	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	monoclonal antibodies
DB06608	Tafenoquine	P01BA07	antiparasitic products, insecticides and repellents;antiprotozoals;antimalarials;aminoquinolines	antiparasitic products, insecticides and repellents	antiprotozoals	antimalarials	aminoquinolines
DB06609	Odiparcil	NA	NA	NA	NA	NA	NA
DB06610	Omiganan	NA	NA	NA	NA	NA	NA
DB06611	Pegsunercept	NA	NA	NA	NA	NA	NA
